TEST DE PARAMÈTRE 
p = 50
t = 5

 
Listes des gaps moyens de chaque valeur: 

H_30_0.8 : 0.0893
H_25_0.9 : 0.0893
V_45_0.7 : 0.0894
V_200_0.9 : 0.0896
V_40_0.7 : 0.0896
V_100_0.7 : 0.0897
V_110_0.9 : 0.0899
V_95_0.9 : 0.0899
H_75_0.7 : 0.09
H_85_0.8 : 0.0901
V_55_0.7 : 0.0902
H_115_0.8 : 0.0903
H_45_0.7 : 0.0904
H_95_0.8 : 0.0904
V_95_0.7 : 0.0905
V_190_0.9 : 0.0908
V_30_0.8 : 0.0911
V_35_0.8 : 0.0913
H_155_0.8 : 0.0917
H_70_0.7 : 0.0917
V_190_0.8 : 0.0918
H_60_0.7 : 0.0919
H_50_0.7 : 0.0919
V_115_0.9 : 0.0919
V_165_0.7 : 0.092
H_190_0.9 : 0.0921
V_200_0.8 : 0.0921
H_110_0.8 : 0.0921
H_195_0.8 : 0.0923
H_135_0.7 : 0.0923
V_175_0.9 : 0.0924
H_210_0.9 : 0.0925
V_120_0.9 : 0.0927
V_135_0.7 : 0.0927
V_130_0.6 : 0.0928
H_100_0.8 : 0.093
H_40_0.7 : 0.093
H_55_0.7 : 0.0932
V_175_0.8 : 0.0933
H_195_0.9 : 0.0936
V_130_0.8 : 0.0937
H_130_0.8 : 0.0939
H_180_0.8 : 0.0939
V_200_0.7 : 0.094
H_25_0.8 : 0.0941
V_55_0.6 : 0.0942
H_35_0.7 : 0.0942
V_150_0.6 : 0.0946
V_50_0.6 : 0.0946
H_125_0.8 : 0.0946
V_110_0.6 : 0.0948
H_80_0.7 : 0.0948
V_60_0.6 : 0.095
V_155_0.7 : 0.0952
V_115_0.7 : 0.0952
V_75_0.6 : 0.0952
H_90_0.8 : 0.0952
V_145_0.6 : 0.0955
V_65_0.6 : 0.0955
V_140_0.6 : 0.0956
V_100_0.6 : 0.0959
H_125_0.7 : 0.096
H_20_0.9 : 0.0962
V_180_0.7 : 0.0965
V_45_0.6 : 0.097
H_175_0.8 : 0.0974
H_160_0.8 : 0.0976
V_105_0.6 : 0.0979
V_130_0.7 : 0.0981
V_25_0.9 : 0.0982
H_220_0.8 : 0.0983
V_80_0.6 : 0.0984
H_165_0.8 : 0.0985
V_185_0.9 : 0.0988
H_30_0.7 : 0.0989
H_120_0.6 : 0.0991
V_110_0.5 : 0.0992
H_65_0.7 : 0.0995
V_195_0.7 : 0.0996
H_50_0.6 : 0.0997
H_130_0.7 : 0.1
H_220_0.9 : 0.1002
V_70_0.6 : 0.1006
V_195_0.6 : 0.1006
V_165_0.6 : 0.1007
V_100_0.5 : 0.1008
H_70_0.6 : 0.1009
V_25_0.8 : 0.1013
H_110_0.7 : 0.1014
H_235_0.9 : 0.1016
H_130_0.6 : 0.1017
V_150_0.7 : 0.1017
V_155_0.6 : 0.1018
H_140_0.7 : 0.1019
V_40_0.6 : 0.102
V_125_0.7 : 0.102
V_210_0.9 : 0.1021
V_95_0.6 : 0.1022
V_85_0.5 : 0.1028
V_160_0.6 : 0.1028
V_105_0.7 : 0.1033
H_45_0.6 : 0.1033
V_35_0.7 : 0.1035
H_170_0.8 : 0.1035
V_30_0.7 : 0.1038
H_215_0.9 : 0.1038
V_205_0.9 : 0.1038
H_115_0.7 : 0.104
V_220_0.9 : 0.104
H_210_0.8 : 0.104
H_115_0.6 : 0.104
V_170_0.8 : 0.104
H_230_0.9 : 0.1041
V_185_0.8 : 0.1044
H_60_0.6 : 0.1044
V_175_0.7 : 0.1045
V_20_0.9 : 0.1045
V_190_0.7 : 0.1046
V_95_0.5 : 0.1047
H_185_0.7 : 0.1049
V_120_0.6 : 0.105
H_195_0.7 : 0.105
H_95_0.7 : 0.1054
H_65_0.6 : 0.1056
V_170_0.7 : 0.1058
H_105_0.7 : 0.106
V_80_0.5 : 0.106
V_210_0.8 : 0.106
V_220_0.8 : 0.1063
H_230_0.8 : 0.1067
H_145_0.8 : 0.1067
H_200_0.9 : 0.1068
V_235_0.8 : 0.1068
H_205_0.8 : 0.1068
V_125_0.6 : 0.1069
V_105_0.5 : 0.1069
H_135_0.6 : 0.1069
H_55_0.6 : 0.1074
V_70_0.5 : 0.1074
H_180_0.7 : 0.1075
V_50_0.5 : 0.1075
V_200_0.6 : 0.1075
H_190_0.7 : 0.1076
V_120_0.7 : 0.1078
V_235_0.9 : 0.108
V_35_0.6 : 0.108
H_90_0.7 : 0.1082
V_215_0.9 : 0.1084
V_220_0.7 : 0.1087
V_205_0.8 : 0.1089
V_115_0.6 : 0.109
H_75_0.6 : 0.109
V_210_0.7 : 0.1091
V_235_0.7 : 0.1091
H_20_0.8 : 0.1092
H_135_0.8 : 0.1093
H_150_0.6 : 0.1096
V_20_0.8 : 0.1102
V_65_0.5 : 0.1103
H_120_0.7 : 0.1108
V_215_0.8 : 0.1109
V_185_0.7 : 0.1111
H_25_0.7 : 0.1111
H_200_0.8 : 0.1112
V_210_0.6 : 0.1112
V_75_0.5 : 0.1112
V_135_0.6 : 0.1114
H_95_0.6 : 0.1115
H_195_0.6 : 0.1116
H_205_0.9 : 0.1117
V_75_0.4 : 0.1118
H_105_0.6 : 0.1119
V_215_0.7 : 0.1126
H_35_0.6 : 0.1128
V_190_0.6 : 0.1129
V_115_0.5 : 0.1129
H_220_0.7 : 0.113
V_125_0.8 : 0.1132
H_40_0.6 : 0.1135
V_60_0.5 : 0.1136
V_55_0.5 : 0.1138
V_235_0.6 : 0.1143
V_205_0.7 : 0.1146
V_205_0.6 : 0.1151
V_90_0.5 : 0.1153
V_25_0.7 : 0.1155
V_175_0.6 : 0.1157
H_165_0.7 : 0.1157
V_210_0.5 : 0.1159
H_235_0.8 : 0.1162
V_195_0.5 : 0.1165
H_30_0.6 : 0.1167
H_100_0.7 : 0.1167
H_190_0.6 : 0.1169
V_180_0.6 : 0.117
H_175_0.7 : 0.1172
H_230_0.7 : 0.1172
H_140_0.8 : 0.1172
V_200_0.5 : 0.1172
V_225_0.9 : 0.1175
H_100_0.6 : 0.1178
V_170_0.6 : 0.1181
V_220_0.5 : 0.1182
H_155_0.6 : 0.1183
V_115_0.4 : 0.1186
V_70_0.4 : 0.1187
V_215_0.6 : 0.1187
V_205_0.5 : 0.1188
V_85_0.4 : 0.1189
H_215_0.8 : 0.119
H_200_0.7 : 0.119
V_230_0.8 : 0.1191
H_130_0.5 : 0.1191
H_15_0.9 : 0.1191
H_90_0.6 : 0.1191
H_20_0.7 : 0.1192
V_230_0.9 : 0.1194
V_45_0.5 : 0.1195
H_210_0.7 : 0.1199
V_120_0.5 : 0.1203
V_225_0.8 : 0.1206
V_30_0.6 : 0.1207
H_145_0.7 : 0.1209
V_220_0.6 : 0.1214
V_225_0.7 : 0.1216
H_80_0.6 : 0.1223
H_85_0.6 : 0.1223
H_205_0.7 : 0.1224
H_210_0.6 : 0.1228
H_125_0.6 : 0.1229
V_80_0.4 : 0.1238
V_90_0.4 : 0.124
H_225_0.9 : 0.124
V_100_0.4 : 0.1242
V_235_0.5 : 0.1242
H_215_0.7 : 0.1244
V_95_0.4 : 0.1244
H_65_0.5 : 0.1245
H_75_0.5 : 0.125
V_180_0.5 : 0.1252
H_125_0.5 : 0.1253
V_40_0.5 : 0.1254
V_245_0.7 : 0.1254
V_150_0.5 : 0.1255
H_135_0.5 : 0.1255
V_185_0.6 : 0.1256
H_90_0.5 : 0.1257
V_245_0.8 : 0.1258
V_230_0.7 : 0.126
V_215_0.5 : 0.1261
V_245_0.6 : 0.1262
H_235_0.7 : 0.1263
H_115_0.5 : 0.1266
V_245_0.9 : 0.1267
H_220_0.6 : 0.1269
V_230_0.6 : 0.1269
H_110_0.6 : 0.127
V_200_0.4 : 0.1274
H_60_0.5 : 0.1274
V_110_0.4 : 0.1277
V_130_0.5 : 0.1278
V_65_0.4 : 0.1278
V_60_0.4 : 0.1286
V_190_0.5 : 0.1289
V_105_0.4 : 0.1291
H_25_0.6 : 0.1292
V_225_0.6 : 0.1296
V_240_0.7 : 0.1302
H_35_0.5 : 0.1304
V_165_0.5 : 0.1305
V_120_0.4 : 0.1306
V_240_0.8 : 0.1308
H_230_0.6 : 0.1308
V_155_0.5 : 0.1309
V_135_0.5 : 0.1314
H_105_0.5 : 0.1323
H_15_0.8 : 0.1326
V_240_0.9 : 0.1329
V_55_0.4 : 0.1329
V_225_0.5 : 0.133
H_145_0.6 : 0.133
V_230_0.5 : 0.1331
V_245_0.5 : 0.1332
H_30_0.5 : 0.1337
V_35_0.5 : 0.1337
H_50_0.5 : 0.1338
V_235_0.4 : 0.1339
H_100_0.5 : 0.1339
V_240_0.6 : 0.1343
H_160_0.5 : 0.1346
H_40_0.5 : 0.1349
H_220_0.5 : 0.1351
V_15_0.9 : 0.1352
H_45_0.5 : 0.1353
H_55_0.5 : 0.1355
V_20_0.7 : 0.1356
V_160_0.5 : 0.1359
V_125_0.5 : 0.1362
H_140_0.5 : 0.1364
H_150_0.5 : 0.1364
H_245_0.9 : 0.1364
V_145_0.5 : 0.1367
H_175_0.6 : 0.1368
H_70_0.5 : 0.1369
H_80_0.5 : 0.1371
H_225_0.8 : 0.1376
H_120_0.4 : 0.1379
V_175_0.5 : 0.1384
H_85_0.5 : 0.1384
V_50_0.4 : 0.1395
V_185_0.5 : 0.1396
H_170_0.5 : 0.1397
H_85_0.4 : 0.1398
H_235_0.6 : 0.1398
H_155_0.5 : 0.1399
V_25_0.6 : 0.1401
V_125_0.4 : 0.1402
V_210_0.4 : 0.1404
V_45_0.4 : 0.1407
V_15_0.8 : 0.1407
V_150_0.4 : 0.1411
H_55_0.4 : 0.1413
V_140_0.5 : 0.1415
V_240_0.5 : 0.1419
H_75_0.4 : 0.142
H_115_0.4 : 0.1423
V_245_0.4 : 0.1426
V_20_0.6 : 0.1427
V_140_0.4 : 0.1435
V_30_0.5 : 0.1442
V_135_0.4 : 0.1449
H_50_0.4 : 0.1452
H_185_0.6 : 0.1452
H_120_0.5 : 0.1453
H_185_0.5 : 0.1455
H_160_0.4 : 0.146
V_205_0.4 : 0.1461
V_195_0.4 : 0.1462
V_155_0.4 : 0.1468
H_250_0.9 : 0.1481
H_245_0.8 : 0.1483
V_130_0.4 : 0.1483
H_165_0.6 : 0.1485
H_20_0.6 : 0.1488
H_60_0.4 : 0.1488
H_225_0.7 : 0.1489
H_15_0.7 : 0.1492
V_40_0.4 : 0.1498
H_200_0.4 : 0.1502
H_155_0.7 : 0.1504
H_210_0.5 : 0.1506
V_215_0.4 : 0.1507
H_95_0.5 : 0.1508
H_110_0.4 : 0.151
H_70_0.4 : 0.1513
H_125_0.4 : 0.1513
H_140_0.6 : 0.1518
H_145_0.5 : 0.1519
H_105_0.4 : 0.1532
H_110_0.5 : 0.1532
V_100_0.3 : 0.1532
H_170_0.6 : 0.1534
V_230_0.4 : 0.1535
V_75_0.3 : 0.1536
V_120_0.3 : 0.1544
H_45_0.4 : 0.1545
H_215_0.6 : 0.1545
H_35_0.4 : 0.1545
V_145_0.4 : 0.1547
H_65_0.4 : 0.1549
H_205_0.4 : 0.1556
V_240_0.4 : 0.1558
V_110_0.3 : 0.156
H_90_0.4 : 0.1561
H_150_0.7 : 0.1562
H_95_0.4 : 0.1562
V_85_0.3 : 0.1563
V_155_0.3 : 0.1564
H_160_0.6 : 0.1567
V_90_0.3 : 0.1569
V_35_0.4 : 0.1569
H_40_0.4 : 0.1569
H_230_0.5 : 0.1572
V_80_0.3 : 0.1574
H_135_0.4 : 0.1576
H_185_0.4 : 0.1581
V_70_0.3 : 0.1584
H_165_0.4 : 0.1585
V_160_0.4 : 0.1594
V_25_0.5 : 0.1595
H_25_0.5 : 0.1603
H_10_0.9 : 0.1603
H_190_0.5 : 0.1604
H_245_0.7 : 0.1604
H_195_0.3 : 0.1605
H_250_0.8 : 0.1608
H_205_0.6 : 0.1608
V_60_0.3 : 0.1621
H_160_0.7 : 0.1623
H_170_0.7 : 0.1623
H_200_0.6 : 0.1626
V_160_0.3 : 0.1627
H_145_0.4 : 0.1631
H_100_0.4 : 0.1632
H_180_0.6 : 0.1636
H_165_0.5 : 0.1639
V_30_0.4 : 0.1641
V_65_0.3 : 0.1644
H_155_0.4 : 0.165
V_105_0.3 : 0.165
V_245_0.3 : 0.1655
H_150_0.4 : 0.1656
H_80_0.4 : 0.1662
H_130_0.4 : 0.1669
H_30_0.4 : 0.1687
V_55_0.3 : 0.1688
V_95_0.3 : 0.1692
H_225_0.6 : 0.1695
V_165_0.3 : 0.1702
H_235_0.5 : 0.1705
V_240_0.3 : 0.1707
V_115_0.3 : 0.1709
H_250_0.7 : 0.1715
V_15_0.7 : 0.1715
V_125_0.3 : 0.1716
H_20_0.5 : 0.1726
V_225_0.4 : 0.1738
V_150_0.3 : 0.1743
V_200_0.2 : 0.1746
V_165_0.4 : 0.1754
V_50_0.3 : 0.1767
V_20_0.5 : 0.1768
H_190_0.4 : 0.1769
H_170_0.4 : 0.1772
H_225_0.5 : 0.1774
H_15_0.6 : 0.1775
V_200_0.3 : 0.1789
V_10_0.9 : 0.179
H_175_0.4 : 0.1796
V_145_0.3 : 0.1797
V_170_0.3 : 0.1798
H_185_0.3 : 0.1807
V_130_0.3 : 0.1809
H_250_0.6 : 0.1812
H_250_0.5 : 0.1816
V_220_0.4 : 0.1818
H_75_0.3 : 0.1839
H_125_0.3 : 0.1841
H_120_0.3 : 0.1856
H_10_0.8 : 0.1861
V_135_0.3 : 0.1864
H_220_0.4 : 0.1867
H_65_0.3 : 0.1871
H_210_0.3 : 0.1876
H_215_0.5 : 0.1881
H_205_0.3 : 0.1881
H_25_0.4 : 0.1884
H_245_0.4 : 0.1885
H_70_0.3 : 0.1887
H_200_0.5 : 0.1892
H_60_0.3 : 0.1893
V_170_0.5 : 0.1893
H_200_0.3 : 0.19
V_175_0.4 : 0.1906
V_45_0.3 : 0.191
H_115_0.3 : 0.1912
H_235_0.4 : 0.1922
H_150_0.3 : 0.1923
H_240_0.9 : 0.193
H_180_0.3 : 0.193
V_230_0.3 : 0.1931
V_25_0.4 : 0.1932
H_90_0.3 : 0.1939
V_180_0.3 : 0.1943
V_140_0.3 : 0.1945
H_40_0.3 : 0.1948
V_205_0.2 : 0.1959
H_105_0.3 : 0.196
V_15_0.6 : 0.1963
H_55_0.3 : 0.1964
H_100_0.3 : 0.1967
V_40_0.3 : 0.197
H_245_0.5 : 0.1979
H_165_0.3 : 0.1988
H_250_0.4 : 0.1988
H_245_0.3 : 0.1989
H_230_0.3 : 0.1995
V_100_0.2 : 0.1999
H_50_0.3 : 0.2006
H_140_0.3 : 0.2013
H_135_0.3 : 0.2017
H_85_0.3 : 0.2025
V_10_0.8 : 0.2028
V_175_0.3 : 0.203
H_110_0.3 : 0.2031
H_95_0.3 : 0.2033
H_180_0.4 : 0.2035
V_170_0.2 : 0.2036
H_205_0.5 : 0.2048
H_230_0.2 : 0.2059
V_160_0.2 : 0.2062
V_185_0.3 : 0.2062
V_165_0.2 : 0.2063
H_240_0.8 : 0.2067
V_175_0.2 : 0.2072
H_130_0.3 : 0.2074
H_240_0.7 : 0.2076
V_105_0.2 : 0.2078
V_170_0.4 : 0.2079
H_190_0.3 : 0.2083
H_45_0.3 : 0.2086
V_85_0.2 : 0.2089
H_175_0.3 : 0.2091
H_145_0.3 : 0.2092
H_10_0.7 : 0.2096
H_155_0.3 : 0.2097
V_95_0.2 : 0.21
V_110_0.2 : 0.2104
H_195_0.5 : 0.2106
V_145_0.2 : 0.2106
V_65_0.2 : 0.211
H_180_0.5 : 0.2119
V_75_0.2 : 0.2127
V_35_0.3 : 0.2135
V_115_0.2 : 0.2137
V_190_0.4 : 0.2138
H_80_0.3 : 0.214
V_120_0.2 : 0.214
V_125_0.2 : 0.2142
H_20_0.4 : 0.2149
V_90_0.2 : 0.2152
H_140_0.4 : 0.2159
V_205_0.3 : 0.2161
H_240_0.6 : 0.2161
V_60_0.2 : 0.2167
H_250_0.3 : 0.2168
H_30_0.3 : 0.217
V_70_0.2 : 0.2174
V_80_0.2 : 0.2176
V_190_0.3 : 0.2187
H_35_0.3 : 0.219
V_20_0.4 : 0.2206
V_190_0.2 : 0.2219
H_15_0.5 : 0.222
V_235_0.3 : 0.2228
H_175_0.5 : 0.2229
H_245_0.2 : 0.224
H_230_0.4 : 0.2243
V_150_0.2 : 0.2256
V_135_0.2 : 0.2257
H_195_0.2 : 0.2266
H_245_0.6 : 0.2269
V_155_0.2 : 0.2287
H_240_0.5 : 0.2289
V_140_0.2 : 0.2298
H_220_0.3 : 0.23
V_215_0.3 : 0.2305
H_215_0.4 : 0.2324
H_220_0.2 : 0.2329
V_10_0.7 : 0.2335
H_235_0.3 : 0.2352
V_30_0.3 : 0.2386
H_240_0.4 : 0.2388
V_130_0.2 : 0.2389
H_210_0.4 : 0.2391
H_205_0.2 : 0.2395
V_55_0.2 : 0.2402
H_185_0.2 : 0.2412
V_220_0.3 : 0.2424
H_115_0.2 : 0.2445
V_15_0.5 : 0.2466
H_10_0.6 : 0.2471
H_120_0.2 : 0.2472
H_240_0.3 : 0.2488
H_85_0.2 : 0.2489
H_90_0.2 : 0.249
H_110_0.2 : 0.2495
H_145_0.2 : 0.2507
V_180_0.2 : 0.2516
V_50_0.2 : 0.2531
H_160_0.3 : 0.2539
H_105_0.2 : 0.254
V_225_0.3 : 0.256
H_225_0.4 : 0.258
H_15_0.4 : 0.2605
H_65_0.2 : 0.262
V_250_0.9 : 0.2626
V_250_0.7 : 0.2629
H_60_0.2 : 0.2636
H_75_0.2 : 0.2644
H_200_0.2 : 0.2646
V_250_0.8 : 0.2648
V_250_0.6 : 0.2651
V_250_0.4 : 0.2652
V_45_0.2 : 0.2653
H_25_0.3 : 0.2658
V_195_0.2 : 0.2659
H_235_0.2 : 0.2664
H_80_0.2 : 0.2669
V_250_0.5 : 0.267
V_185_0.4 : 0.2676
H_55_0.2 : 0.2701
V_210_0.3 : 0.2705
H_135_0.2 : 0.2712
H_140_0.2 : 0.2714
H_225_0.3 : 0.2722
H_210_0.2 : 0.2745
V_10_0.6 : 0.2746
H_240_0.2 : 0.2748
V_40_0.2 : 0.2749
H_175_0.2 : 0.2755
H_100_0.2 : 0.276
H_95_0.2 : 0.2788
H_150_0.2 : 0.2792
H_250_0.2 : 0.2794
H_215_0.3 : 0.2798
H_125_0.2 : 0.2819
V_195_0.3 : 0.2825
H_70_0.2 : 0.2828
V_250_0.3 : 0.2841
V_25_0.3 : 0.2843
V_15_0.4 : 0.2867
H_45_0.2 : 0.2885
V_185_0.2 : 0.2886
H_195_0.4 : 0.289
H_130_0.2 : 0.2898
H_170_0.2 : 0.2905
H_20_0.3 : 0.2919
H_50_0.2 : 0.2926
H_170_0.3 : 0.2932
V_220_0.2 : 0.2948
V_210_0.2 : 0.2953
V_180_0.4 : 0.2969
H_155_0.2 : 0.297
V_20_0.3 : 0.2995
V_215_0.2 : 0.3
V_35_0.2 : 0.3012
H_190_0.2 : 0.3012
H_10_0.5 : 0.3019
H_35_0.2 : 0.3028
V_235_0.2 : 0.3029
H_40_0.2 : 0.3033
H_180_0.2 : 0.3034
V_225_0.2 : 0.3076
V_230_0.2 : 0.3099
V_240_0.2 : 0.3131
H_215_0.2 : 0.3156
V_30_0.2 : 0.316
H_160_0.2 : 0.3173
H_165_0.2 : 0.326
H_30_0.2 : 0.3387
V_10_0.5 : 0.3389
V_245_0.2 : 0.3407
H_5_0.8 : 0.3717
H_25_0.2 : 0.3727
H_5_0.9 : 0.3758
V_250_0.2 : 0.3778
V_25_0.2 : 0.3839
H_255_0.3 : 0.3866
H_255_0.4 : 0.3869
V_255_0.3 : 0.3873
H_255_0.9 : 0.3876
H_255_0.2 : 0.3876
V_255_0.6 : 0.3878
H_255_0.8 : 0.3878
V_255_0.8 : 0.3883
H_255_0.6 : 0.3884
H_255_0.7 : 0.3885
V_255_0.7 : 0.3886
V_255_0.9 : 0.3894
V_255_0.5 : 0.3897
H_255_0.5 : 0.3898
V_255_0.2 : 0.3905
V_255_0.4 : 0.3905
H_10_0.4 : 0.3971
V_5_0.8 : 0.4094
V_5_0.9 : 0.41
H_15_0.3 : 0.4164
V_10_0.4 : 0.4376
V_15_0.3 : 0.4459
V_20_0.2 : 0.4506
H_225_0.2 : 0.4519
H_20_0.2 : 0.4543
H_5_0.6 : 0.5332
H_5_0.7 : 0.5381
H_10_0.3 : 0.5655
V_5_0.6 : 0.5714
V_5_0.7 : 0.5795
H_15_0.2 : 0.5967
V_15_0.2 : 0.5985
V_10_0.3 : 0.5996
H_5_0.5 : 0.9208
H_5_0.4 : 0.9351
H_10_0.2 : 0.9637
V_5_0.5 : 0.9788
V_5_0.4 : 0.9867
V_10_0.2 : 0.9917
V_5_0.2 : 2.8285
H_5_0.2 : 2.8293
H_5_0.3 : 2.8612
V_5_0.3 : 2.8894

H_40_0.8 : 0.0818
V_135_0.9 : 0.0818
H_95_0.9 : 0.0818
V_65_0.7 : 0.0819
H_80_0.9 : 0.082
H_75_0.8 : 0.0822
H_170_0.9 : 0.0823
H_45_0.8 : 0.0825
V_30_0.9 : 0.0826
H_105_0.8 : 0.0827
V_100_0.8 : 0.0828
V_75_0.7 : 0.0834
V_70_0.7 : 0.0834
H_70_0.8 : 0.0835
H_60_0.8 : 0.0835
H_80_0.8 : 0.0835
V_120_0.8 : 0.0838
H_65_0.8 : 0.0841
H_120_0.8 : 0.0843
V_105_0.8 : 0.0846
V_50_0.7 : 0.0846
V_135_0.8 : 0.0846
V_115_0.8 : 0.0848
H_150_0.8 : 0.0851
V_160_0.7 : 0.0857
V_85_0.6 : 0.0861
V_140_0.8 : 0.0862
V_110_0.7 : 0.0865
V_90_0.6 : 0.0866
H_135_0.9 : 0.0866
H_190_0.8 : 0.0867
H_145_0.9 : 0.0872
V_160_0.8 : 0.0873
H_180_0.9 : 0.0877
V_180_0.8 : 0.088
V_195_0.8 : 0.0882
V_130_0.9 : 0.0883
H_175_0.9 : 0.0884
V_150_0.8 : 0.0885
H_130_0.9 : 0.0886
V_125_0.9 : 0.0887
V_195_0.9 : 0.0887
H_150_0.9 : 0.0887
H_140_0.9 : 0.0888
H_185_0.8 : 0.0888
H_85_0.7 : 0.0892
H_30_0.8 : 0.0893
H_25_0.9 : 0.0893
V_45_0.7 : 0.0894
V_200_0.9 : 0.0896
V_40_0.7 : 0.0896
V_100_0.7 : 0.0897
V_110_0.9 : 0.0899
V_95_0.9 : 0.0899
H_75_0.7 : 0.09
H_85_0.8 : 0.0901
V_55_0.7 : 0.0902
H_115_0.8 : 0.0903
H_45_0.7 : 0.0904
H_95_0.8 : 0.0904
V_95_0.7 : 0.0905
V_190_0.9 : 0.0908
V_30_0.8 : 0.0911
V_35_0.8 : 0.0913
H_155_0.8 : 0.0917
H_70_0.7 : 0.0917
V_190_0.8 : 0.0918
H_60_0.7 : 0.0919
H_50_0.7 : 0.0919
V_115_0.9 : 0.0919
V_165_0.7 : 0.092
H_190_0.9 : 0.0921
V_200_0.8 : 0.0921
H_110_0.8 : 0.0921
H_195_0.8 : 0.0923
H_135_0.7 : 0.0923
V_175_0.9 : 0.0924
H_210_0.9 : 0.0925
V_120_0.9 : 0.0927
V_135_0.7 : 0.0927
V_130_0.6 : 0.0928
H_100_0.8 : 0.093
H_40_0.7 : 0.093
H_55_0.7 : 0.0932
V_175_0.8 : 0.0933
H_195_0.9 : 0.0936
V_130_0.8 : 0.0937
H_130_0.8 : 0.0939
H_180_0.8 : 0.0939
V_200_0.7 : 0.094
H_25_0.8 : 0.0941
V_55_0.6 : 0.0942
H_35_0.7 : 0.0942
V_150_0.6 : 0.0946
V_50_0.6 : 0.0946
H_125_0.8 : 0.0946
V_110_0.6 : 0.0948
H_80_0.7 : 0.0948
V_60_0.6 : 0.095
V_155_0.7 : 0.0952
V_115_0.7 : 0.0952
V_75_0.6 : 0.0952
H_90_0.8 : 0.0952
V_145_0.6 : 0.0955
V_65_0.6 : 0.0955
V_140_0.6 : 0.0956
V_100_0.6 : 0.0959
H_125_0.7 : 0.096
H_20_0.9 : 0.0962
V_180_0.7 : 0.0965
V_45_0.6 : 0.097
H_175_0.8 : 0.0974
H_160_0.8 : 0.0976
V_105_0.6 : 0.0979
V_130_0.7 : 0.0981
V_25_0.9 : 0.0982
H_220_0.8 : 0.0983
V_80_0.6 : 0.0984
H_165_0.8 : 0.0985
V_185_0.9 : 0.0988
H_30_0.7 : 0.0989
H_120_0.6 : 0.0991
V_110_0.5 : 0.0992
H_65_0.7 : 0.0995
V_195_0.7 : 0.0996
H_50_0.6 : 0.0997
H_130_0.7 : 0.1
H_220_0.9 : 0.1002
V_70_0.6 : 0.1006
V_195_0.6 : 0.1006
V_165_0.6 : 0.1007
V_100_0.5 : 0.1008
H_70_0.6 : 0.1009
V_25_0.8 : 0.1013
H_110_0.7 : 0.1014
H_235_0.9 : 0.1016
H_130_0.6 : 0.1017
V_150_0.7 : 0.1017
V_155_0.6 : 0.1018
H_140_0.7 : 0.1019
V_40_0.6 : 0.102
V_125_0.7 : 0.102
V_210_0.9 : 0.1021
V_95_0.6 : 0.1022
V_85_0.5 : 0.1028
V_160_0.6 : 0.1028
V_105_0.7 : 0.1033
H_45_0.6 : 0.1033
V_35_0.7 : 0.1035
H_170_0.8 : 0.1035
V_30_0.7 : 0.1038
H_215_0.9 : 0.1038
V_205_0.9 : 0.1038
H_115_0.7 : 0.104
V_220_0.9 : 0.104
H_210_0.8 : 0.104
H_115_0.6 : 0.104
V_170_0.8 : 0.104
H_230_0.9 : 0.1041
V_185_0.8 : 0.1044
H_60_0.6 : 0.1044
V_175_0.7 : 0.1045
V_20_0.9 : 0.1045
V_190_0.7 : 0.1046
V_95_0.5 : 0.1047
H_185_0.7 : 0.1049
V_120_0.6 : 0.105
H_195_0.7 : 0.105
H_95_0.7 : 0.1054
H_65_0.6 : 0.1056
V_170_0.7 : 0.1058
H_105_0.7 : 0.106
V_80_0.5 : 0.106
V_210_0.8 : 0.106
V_220_0.8 : 0.1063
H_230_0.8 : 0.1067
H_145_0.8 : 0.1067
H_200_0.9 : 0.1068
V_235_0.8 : 0.1068
H_205_0.8 : 0.1068
V_125_0.6 : 0.1069
V_105_0.5 : 0.1069
H_135_0.6 : 0.1069
H_55_0.6 : 0.1074
V_70_0.5 : 0.1074
H_180_0.7 : 0.1075
V_50_0.5 : 0.1075
V_200_0.6 : 0.1075
H_190_0.7 : 0.1076
V_120_0.7 : 0.1078
V_235_0.9 : 0.108
V_35_0.6 : 0.108
H_90_0.7 : 0.1082
V_215_0.9 : 0.1084
V_220_0.7 : 0.1087
V_205_0.8 : 0.1089
V_115_0.6 : 0.109
H_75_0.6 : 0.109
V_210_0.7 : 0.1091
V_235_0.7 : 0.1091
H_20_0.8 : 0.1092
H_135_0.8 : 0.1093
H_150_0.6 : 0.1096
V_20_0.8 : 0.1102
V_65_0.5 : 0.1103
H_120_0.7 : 0.1108
V_215_0.8 : 0.1109
V_185_0.7 : 0.1111
H_25_0.7 : 0.1111
H_200_0.8 : 0.1112
V_210_0.6 : 0.1112
V_75_0.5 : 0.1112
V_135_0.6 : 0.1114
H_95_0.6 : 0.1115
H_195_0.6 : 0.1116
H_205_0.9 : 0.1117
V_75_0.4 : 0.1118
H_105_0.6 : 0.1119
V_215_0.7 : 0.1126
H_35_0.6 : 0.1128
V_190_0.6 : 0.1129
V_115_0.5 : 0.1129
H_220_0.7 : 0.113
V_125_0.8 : 0.1132
H_40_0.6 : 0.1135
V_60_0.5 : 0.1136
V_55_0.5 : 0.1138
V_235_0.6 : 0.1143
V_205_0.7 : 0.1146
V_205_0.6 : 0.1151
V_90_0.5 : 0.1153
V_25_0.7 : 0.1155
V_175_0.6 : 0.1157
H_165_0.7 : 0.1157
V_210_0.5 : 0.1159
